Hour,Month,Probability,S.E.,z,p-value,lower,upper,location,outcome
5,3,0.5038165,0.0200108,25.18,0,0.4645961,0.5430369,6,2
5,4,0.3188894,0.0168177,18.96,0,0.2859273,0.3518515,6,2
5,5,0.361264,0.0187997,19.22,0,0.3244172,0.3981107,6,2
6,1,0.0520666,0.0051554,10.1,0,0.0419622,0.062171,6,2
6,2,0.2999459,0.0176442,17,0,0.2653639,0.3345279,6,2
6,3,0.4229751,0.0192876,21.93,0,0.385172,0.4607781,6,2
6,4,0.2515165,0.0147271,17.08,0,0.2226519,0.2803811,6,2
6,5,0.2794815,0.0162636,17.18,0,0.2476053,0.3113577,6,2
7,1,0.0302082,0.0031992,9.44,0,0.023938,0.0364784,6,2
7,2,0.2015025,0.0145642,13.84,0,0.1729572,0.2300478,6,2
7,3,0.3064581,0.0180295,17,0,0.2711209,0.3417954,6,2
7,4,0.1688909,0.0118027,14.31,0,0.1457581,0.1920237,6,2
7,5,0.1858574,0.0129399,14.36,0,0.1604956,0.2112191,6,2
8,1,0.0194414,0.0021164,9.19,0,0.0152934,0.0235894,6,2
8,2,0.1494971,0.0118292,12.64,0,0.1263123,0.172682,6,2
8,3,0.2412651,0.0159407,15.14,0,0.210022,0.2725082,6,2
8,4,0.1239489,0.0094116,13.17,0,0.1055025,0.1423954,6,2
8,5,0.1345638,0.0102186,13.17,0,0.1145357,0.1545919,6,2
9,1,0.0165246,0.001836,9,0,0.0129262,0.020123,6,2
9,2,0.1396464,0.0114494,12.2,0,0.117206,0.1620868,6,2
9,3,0.2308675,0.0159715,14.45,0,0.1995639,0.2621711,6,2
9,4,0.1146818,0.0090162,12.72,0,0.0970104,0.1323532,6,2
9,5,0.1235321,0.0097402,12.68,0,0.1044416,0.1426226,6,2
10,1,0.0211314,0.002453,8.61,0,0.0163237,0.0259391,6,2
10,2,0.1763479,0.0138632,12.72,0,0.1491765,0.2035194,6,2
10,3,0.2796394,0.0180766,15.47,0,0.2442099,0.315069,6,2
10,4,0.1462625,0.0111122,13.16,0,0.1244829,0.168042,6,2
10,5,0.1589572,0.0121987,13.03,0,0.1350481,0.1828663,6,2
11,1,0.0302398,0.0035078,8.62,0,0.0233646,0.037115,6,2
11,2,0.2294205,0.0161529,14.2,0,0.1977613,0.2610796,6,2
11,3,0.3385771,0.0188917,17.92,0,0.3015501,0.3756042,6,2
11,4,0.1865708,0.0125588,14.86,0,0.161956,0.2111856,6,2
11,5,0.2103923,0.0144249,14.59,0,0.18212,0.2386645,6,2
12,1,0.0612437,0.0065703,9.32,0,0.0483661,0.0741214,6,2
12,2,0.3202313,0.0186465,17.17,0,0.2836847,0.3567778,6,2
12,3,0.4215592,0.0190172,22.17,0,0.3842862,0.4588322,6,2
12,4,0.2480034,0.0140037,17.71,0,0.2205567,0.2754502,6,2
12,5,0.299831,0.01695,17.69,0,0.2666095,0.3330524,6,2
13,1,0.1137099,0.0110377,10.3,0,0.0920763,0.1353435,6,2
13,2,0.4098537,0.0195701,20.94,0,0.371497,0.4482104,6,2
13,3,0.495799,0.0184744,26.84,0,0.4595899,0.5320081,6,2
13,4,0.3054685,0.0149115,20.49,0,0.2762426,0.3346945,6,2
13,5,0.387607,0.0178838,21.67,0,0.3525554,0.4226586,6,2
14,1,0.1512413,0.013431,11.26,0,0.124917,0.1775656,6,2
14,2,0.4295197,0.0188725,22.76,0,0.3925303,0.4665091,6,2
14,3,0.4977093,0.0178707,27.85,0,0.4626834,0.5327351,6,2
14,4,0.3045259,0.0144436,21.08,0,0.276217,0.3328348,6,2
14,5,0.4067463,0.0170299,23.88,0,0.3733683,0.4401243,6,2
15,1,0.1831953,0.0156051,11.74,0,0.1526099,0.2137807,6,2
15,2,0.4472678,0.0187361,23.87,0,0.4105458,0.4839898,6,2
15,3,0.5038178,0.0177147,28.44,0,0.4690976,0.538538,6,2
15,4,0.3062935,0.0144352,21.22,0,0.278001,0.3345861,6,2
15,5,0.4223331,0.0168648,25.04,0,0.3892787,0.4553876,6,2
16,1,0.2191887,0.0176516,12.42,0,0.1845921,0.2537853,6,2
16,2,0.4859865,0.0187202,25.96,0,0.4492955,0.5226775,6,2
16,3,0.5384249,0.01756,30.66,0,0.504008,0.5728417,6,2
16,4,0.3354389,0.0150163,22.34,0,0.3060075,0.3648703,6,2
16,5,0.4600983,0.0169377,27.16,0,0.426901,0.4932955,6,2
17,1,0.2431086,0.0187456,12.97,0,0.2063679,0.2798493,6,2
17,2,0.510548,0.0185791,27.48,0,0.4741336,0.5469623,6,2
17,3,0.5618104,0.0171868,32.69,0,0.5281249,0.5954959,6,2
17,4,0.3577575,0.0153007,23.38,0,0.3277686,0.3877463,6,2
17,5,0.4855926,0.0167934,28.92,0,0.4526782,0.5185071,6,2
18,1,0.2532288,0.0194953,12.99,0,0.2150187,0.2914388,6,2
18,2,0.5472229,0.0188373,29.05,0,0.5103024,0.5841433,6,2
18,3,0.6056792,0.0169115,35.81,0,0.5725334,0.6388251,6,2
18,4,0.4054666,0.0161809,25.06,0,0.3737527,0.4371805,6,2
18,5,0.526052,0.0171645,30.65,0,0.4924102,0.5596938,6,2
19,1,0.1783533,0.0149284,11.95,0,0.1490943,0.2076123,6,2
19,2,0.5034054,0.0201005,25.04,0,0.4640092,0.5428017,6,2
19,3,0.59063,0.0180388,32.74,0,0.5552746,0.6259853,6,2
19,4,0.407925,0.016794,24.29,0,0.3750094,0.4408406,6,2
19,5,0.4921037,0.0184138,26.72,0,0.4560133,0.5281941,6,2
20,1,0.0972157,0.0090055,10.8,0,0.0795654,0.1148661,6,2
20,2,0.398169,0.019889,20.02,0,0.3591872,0.4371508,6,2
20,3,0.5100091,0.0193408,26.37,0,0.4721019,0.5479164,6,2
20,4,0.3349636,0.0164206,20.4,0,0.3027798,0.3671474,6,2
20,5,0.3853656,0.0183816,20.96,0,0.3493383,0.4213929,6,2
21,1,0.074731,0.0071434,10.46,0,0.0607301,0.0887319,6,2
21,2,0.3472741,0.0189859,18.29,0,0.3100623,0.3844858,6,2
21,3,0.4614589,0.0193548,23.84,0,0.4235243,0.4993936,6,2
21,4,0.2916435,0.0154487,18.88,0,0.2613646,0.3219225,6,2
21,5,0.3334028,0.0174443,19.11,0,0.2992127,0.3675929,6,2
22,1,0.0577358,0.0056756,10.17,0,0.0466118,0.0688598,6,2
22,2,0.3105207,0.0179368,17.31,0,0.2753652,0.3456762,6,2
22,3,0.4273958,0.0191422,22.33,0,0.3898777,0.4649139,6,2
22,4,0.260802,0.0146109,17.85,0,0.232165,0.2894389,6,2
22,5,0.2944338,0.0164244,17.93,0,0.2622425,0.326625,6,2
23,1,0.0586803,0.0058131,10.09,0,0.0472868,0.0700738,6,2
23,2,0.3188693,0.0183496,17.38,0,0.2829047,0.3548338,6,2
23,3,0.4380273,0.0193916,22.59,0,0.4000204,0.4760341,6,2
23,4,0.2670445,0.0149632,17.85,0,0.2377173,0.2963718,6,2
23,5,0.3008473,0.0167743,17.94,0,0.2679703,0.3337243,6,2
24,1,0.0645025,0.0063958,10.09,0,0.051967,0.077038,6,2
24,2,0.3443725,0.0190991,18.03,0,0.306939,0.3818061,6,2
24,3,0.4663855,0.0196184,23.77,0,0.4279342,0.5048368,6,2
24,4,0.2911165,0.0157834,18.44,0,0.2601816,0.3220514,6,2
24,5,0.3265102,0.0174887,18.67,0,0.2922329,0.3607875,6,2
1,1,0.4352255,0.0225118,19.33,0,0.3911033,0.4793478,7,2
1,2,0.7648046,0.0150364,50.86,0,0.7353338,0.7942753,7,2
1,3,0.8283882,0.011443,72.39,0,0.8059604,0.8508159,7,2
1,4,0.7224389,0.0143622,50.3,0,0.6942895,0.7505883,7,2
1,5,0.7703344,0.0130169,59.18,0,0.7448217,0.795847,7,2
2,1,0.4549887,0.0225906,20.14,0,0.410712,0.4992654,7,2
2,2,0.7748028,0.0145823,53.13,0,0.7462221,0.8033836,7,2
2,3,0.8354476,0.0110415,75.66,0,0.8138066,0.8570886,7,2
2,4,0.7323936,0.0140231,52.23,0,0.7049088,0.7598784,7,2
2,5,0.7804112,0.0126173,61.85,0,0.7556817,0.8051407,7,2
3,1,0.4968049,0.0232318,21.38,0,0.4512715,0.5423383,7,2
3,2,0.7978209,0.0135385,58.93,0,0.7712859,0.8243559,7,2
3,3,0.8511997,0.0101452,83.9,0,0.8313155,0.8710839,7,2
3,4,0.7513912,0.0133137,56.44,0,0.7252969,0.7774855,7,2
3,5,0.8015662,0.0117798,68.05,0,0.7784783,0.8246542,7,2
4,1,0.4984974,0.0233056,21.39,0,0.4528193,0.5441754,7,2
4,2,0.796208,0.0136495,58.33,0,0.7694556,0.8229604,7,2
4,3,0.8495411,0.0102547,82.84,0,0.8294424,0.8696399,7,2
4,4,0.7492278,0.0134237,55.81,0,0.7229178,0.7755379,7,2
4,5,0.8002723,0.0118694,67.42,0,0.7770086,0.823536,7,2
5,1,0.4996398,0.0233448,21.4,0,0.4538848,0.5453948,7,2
5,2,0.8005055,0.0135191,59.21,0,0.7740085,0.8270025,7,2
5,3,0.853092,0.0100611,84.79,0,0.8333726,0.8728113,7,2
5,4,0.753157,0.0133384,56.47,0,0.7270142,0.7792997,7,2
5,5,0.8036707,0.0117508,68.39,0,0.7806395,0.8267019,7,2
6,1,0.4140127,0.0215757,19.19,0,0.3717251,0.4563004,7,2
6,2,0.7545884,0.0146539,51.49,0,0.7258672,0.7833096,7,2
6,3,0.8215505,0.0112656,72.93,0,0.7994703,0.8436308,7,2
6,4,0.7131496,0.0142132,50.18,0,0.6852921,0.741007,7,2
6,5,0.7600389,0.0129391,58.74,0,0.7346786,0.7853991,7,2
7,1,0.2932465,0.0187234,15.66,0,0.2565494,0.3299436,7,2
7,2,0.6537926,0.0187678,34.84,0,0.6170085,0.6905767,7,2
7,3,0.7435442,0.0153553,48.42,0,0.7134483,0.7736401,7,2
7,4,0.6164065,0.0172069,35.82,0,0.5826816,0.6501314,7,2
7,5,0.6627221,0.0162474,40.79,0,0.6308779,0.6945663,7,2
8,1,0.2393874,0.0166701,14.36,0,0.2067146,0.2720601,7,2
8,2,0.6082865,0.0195936,31.05,0,0.5698837,0.6466893,7,2
8,3,0.7087016,0.0164481,43.09,0,0.6764638,0.7409394,7,2
8,4,0.5726842,0.0177902,32.19,0,0.537816,0.6075524,7,2
8,5,0.6154547,0.0171089,35.97,0,0.5819219,0.6489874,7,2
9,1,0.2402971,0.017149,14.01,0,0.2066857,0.2739085,7,2
9,2,0.6264001,0.0192541,32.53,0,0.5886628,0.6641374,7,2
9,3,0.7267558,0.0158947,45.72,0,0.6956027,0.7579089,7,2
9,4,0.5893952,0.0177051,33.29,0,0.5546939,0.6240965,7,2
9,5,0.629708,0.0170492,36.93,0,0.5962922,0.6631237,7,2
10,1,0.2829697,0.0191312,14.79,0,0.2454732,0.3204662,7,2
10,2,0.662056,0.0188458,35.13,0,0.625119,0.698993,7,2
10,3,0.7534079,0.015205,49.55,0,0.7236066,0.7832092,7,2
10,4,0.6243052,0.0174986,35.68,0,0.5900085,0.6586019,7,2
10,5,0.6672716,0.0167553,39.82,0,0.6344318,0.7001113,7,2
11,1,0.3447583,0.0209774,16.43,0,0.3036435,0.3858732,7,2
11,2,0.6983318,0.0174472,40.03,0,0.6641359,0.7325277,7,2
11,3,0.7741276,0.0138039,56.08,0,0.7470725,0.8011827,7,2
11,4,0.6430935,0.0162236,39.64,0,0.6112959,0.6748912,7,2
11,5,0.7013813,0.0153423,45.72,0,0.6713109,0.7314516,7,2
12,1,0.4421305,0.0232745,19,0,0.3965134,0.4877476,7,2
12,2,0.7408499,0.0156618,47.3,0,0.7101534,0.7715465,7,2
12,3,0.7965663,0.0123922,64.28,0,0.772278,0.8208547,7,2
12,4,0.6605221,0.0154587,42.73,0,0.6302236,0.6908207,7,2
12,5,0.7393816,0.0138369,53.44,0,0.7122617,0.7665015,7,2
13,1,0.5422237,0.0240592,22.54,0,0.4950686,0.5893788,7,2
13,2,0.7848222,0.0134669,58.28,0,0.7584275,0.8112169,7,2
13,3,0.8249228,0.0107884,76.46,0,0.8037779,0.8460676,7,2
13,4,0.6906738,0.0145901,47.34,0,0.6620777,0.7192699,7,2
13,5,0.7791798,0.0121105,64.34,0,0.7554435,0.802916,7,2
14,1,0.5688052,0.0237246,23.98,0,0.5223059,0.6153045,7,2
14,2,0.7809825,0.0132126,59.11,0,0.7550864,0.8068787,7,2
14,3,0.815471,0.0109609,74.4,0,0.7939881,0.8369539,7,2
14,4,0.669727,0.0150151,44.6,0,0.640298,0.6991561,7,2
14,5,0.7717951,0.0120149,64.24,0,0.7482464,0.7953438,7,2
15,1,0.5991081,0.0235813,25.41,0,0.5528896,0.6453266,7,2
15,2,0.7854338,0.0129105,60.84,0,0.7601296,0.810738,7,2
15,3,0.8147517,0.0109411,74.47,0,0.7933076,0.8361958,7,2
15,4,0.6630096,0.0152451,43.49,0,0.6331298,0.6928894,7,2
15,5,0.773293,0.0119041,64.96,0,0.7499613,0.7966247,7,2
16,1,0.6399473,0.0228352,28.02,0,0.5951911,0.6847035,7,2
16,2,0.8077826,0.0118726,68.04,0,0.7845127,0.8310525,7,2
16,3,0.8333113,0.0101156,82.38,0,0.8134851,0.8531374,7,2
16,4,0.6893521,0.0146355,47.1,0,0.660667,0.7180372,7,2
16,5,0.7956691,0.0110446,72.04,0,0.774022,0.8173162,7,2
17,1,0.6585894,0.022165,29.71,0,0.6151467,0.702032,7,2
17,2,0.8202947,0.0112176,73.13,0,0.7983086,0.8422808,7,2
17,3,0.8447813,0.0094544,89.35,0,0.826251,0.8633116,7,2
17,4,0.7078901,0.0139972,50.57,0,0.6804561,0.735324,7,2
17,5,0.8091719,0.0103867,77.9,0,0.7888144,0.8295295,7,2
18,1,0.674544,0.0219087,30.79,0,0.6316038,0.7174842,7,2
18,2,0.8421479,0.0103919,81.04,0,0.8217801,0.8625156,7,2
18,3,0.8675414,0.0084401,102.79,0,0.8509992,0.8840837,7,2
18,4,0.7496334,0.012824,58.46,0,0.7244988,0.774768,7,2
18,5,0.834754,0.0095139,87.74,0,0.8161071,0.8534009,7,2
19,1,0.5918446,0.0231402,25.58,0,0.5464906,0.6371987,7,2
19,2,0.8243201,0.011894,69.31,0,0.8010082,0.847632,7,2
19,3,0.8637799,0.0090632,95.31,0,0.8460164,0.8815434,7,2
19,4,0.7614437,0.0125516,60.67,0,0.736843,0.7860444,7,2
19,5,0.8251042,0.0104252,79.15,0,0.8046713,0.8455372,7,2
20,1,0.4862516,0.0228224,21.31,0,0.4415205,0.5309828,7,2
20,2,0.7812635,0.0141646,55.16,0,0.7535015,0.8090255,7,2
20,3,0.8373109,0.0107368,77.99,0,0.8162673,0.8583546,7,2
20,4,0.733698,0.0137419,53.39,0,0.7067645,0.7606316,7,2
20,5,0.7870514,0.012241,64.3,0,0.7630594,0.8110434,7,2
21,1,0.4376005,0.0222324,19.68,0,0.3940258,0.4811751,7,2
21,2,0.7526383,0.0153538,49.02,0,0.7225455,0.7827312,7,2
21,3,0.8161709,0.0117762,69.31,0,0.79309,0.8392518,7,2
21,4,0.705735,0.014538,48.54,0,0.677241,0.734229,7,2
21,5,0.7594578,0.0132384,57.37,0,0.733511,0.7854045,7,2
22,1,0.4078481,0.0214671,19,0,0.3657733,0.4499228,7,2
22,2,0.7383942,0.0156716,47.12,0,0.7076784,0.7691101,7,2
22,3,0.8067775,0.0121253,66.54,0,0.7830123,0.8305426,7,2
22,4,0.693962,0.0147464,47.06,0,0.6650596,0.7228644,7,2
22,5,0.7454395,0.0135536,55,0,0.718875,0.772004,7,2
23,1,0.4236279,0.0218541,19.38,0,0.3807947,0.466461,7,2
23,2,0.7523938,0.0151697,49.6,0,0.7226617,0.7821259,7,2
23,3,0.8177654,0.0116244,70.35,0,0.794982,0.8405487,7,2
23,4,0.7075103,0.0144102,49.1,0,0.6792667,0.7357538,7,2
23,5,0.7583458,0.0131359,57.73,0,0.7326,0.7840917,7,2
24,1,0.4492727,0.0222818,20.16,0,0.4056012,0.4929441,7,2
24,2,0.7709137,0.0145754,52.89,0,0.7423465,0.799481,7,2
24,3,0.8327159,0.0110197,75.57,0,0.8111177,0.8543141,7,2
24,4,0.7293478,0.0139344,52.34,0,0.7020369,0.7566586,7,2
24,5,0.7769761,0.012561,61.86,0,0.752357,0.8015953,7,2
1,1,0.256956,0.0175438,14.65,0,0.2225708,0.2913412,1,3
1,2,0.0874368,0.0076053,11.5,0,0.0725306,0.102343,1,3
1,3,0.0591525,0.0053756,11,0,0.0486165,0.0696884,1,3
1,4,0.083256,0.0067296,12.37,0,0.0700662,0.0964458,1,3
1,5,0.0783556,0.0063662,12.31,0,0.0658781,0.0908331,1,3
2,1,0.2503234,0.0171855,14.57,0,0.2166403,0.2840064,1,3
2,2,0.0834976,0.0072868,11.46,0,0.0692157,0.0977795,1,3
2,3,0.0563686,0.005132,10.98,0,0.0463101,0.0664271,1,3
2,4,0.0793801,0.0064497,12.31,0,0.0667389,0.0920212,1,3
2,5,0.074792,0.0061028,12.26,0,0.0628307,0.0867532,1,3
3,1,0.2225326,0.0163853,13.58,0,0.190418,0.2546472,1,3
3,2,0.0709569,0.0064456,11.01,0,0.0583238,0.08359,1,3
3,3,0.0476139,0.0044917,10.6,0,0.0388104,0.0564174,1,3
3,4,0.0661915,0.0056387,11.74,0,0.0551399,0.0772431,1,3
3,5,0.0632853,0.0054013,11.72,0,0.0526989,0.0738718,1,3
4,1,0.2263525,0.016619,13.62,0,0.1937798,0.2589252,1,3
4,2,0.071935,0.0065285,11.02,0,0.0591393,0.0847307,1,3
4,3,0.0482657,0.0045511,10.61,0,0.0393456,0.0571857,1,3
4,4,0.0668687,0.0056973,11.74,0,0.0557021,0.0780353,1,3
4,5,0.0641313,0.0054699,11.72,0,0.0534106,0.074852,1,3
5,1,0.2171183,0.0162239,13.38,0,0.18532,0.2489166,1,3
5,2,0.0689433,0.0063642,10.83,0,0.0564697,0.081417,1,3
5,3,0.0462265,0.0044052,10.49,0,0.0375925,0.0548604,1,3
5,4,0.0640899,0.00555,11.55,0,0.0532121,0.0749677,1,3
5,5,0.0614373,0.0053172,11.55,0,0.0510157,0.0718589,1,3
6,1,0.2635208,0.0171139,15.4,0,0.2299782,0.2970634,1,3
6,2,0.0917648,0.0075165,12.21,0,0.0770329,0.1064968,1,3
6,3,0.0622497,0.0053764,11.58,0,0.0517122,0.0727872,1,3
6,4,0.0879697,0.0068117,12.91,0,0.0746191,0.1013203,1,3
6,5,0.0823394,0.0064069,12.85,0,0.0697821,0.0948967,1,3
7,1,0.356571,0.019905,17.91,0,0.317558,0.395584,1,3
7,2,0.145917,0.0113067,12.91,0,0.1237563,0.1680777,1,3
7,3,0.1014195,0.0083529,12.14,0,0.0850482,0.1177908,1,3
7,4,0.1433355,0.0101751,14.09,0,0.1233927,0.1632783,1,3
7,5,0.1320396,0.0094691,13.94,0,0.1134805,0.1505986,1,3
8,1,0.3684945,0.0202154,18.23,0,0.3288731,0.408116,1,3
8,2,0.1680327,0.0124976,13.45,0,0.143538,0.1925275,1,3
8,3,0.1185266,0.0094007,12.61,0,0.1001017,0.1369515,1,3
8,4,0.1690905,0.0113984,14.83,0,0.1467501,0.1914308,1,3
8,5,0.1527152,0.0105146,14.52,0,0.1321071,0.1733233,1,3
9,1,0.3255869,0.0196013,16.61,0,0.2871689,0.3640048,1,3
9,2,0.1496672,0.0115033,13.01,0,0.1271212,0.1722133,1,3
9,3,0.1051969,0.0086061,12.22,0,0.0883293,0.1220645,1,3
9,4,0.1511975,0.0105902,14.28,0,0.1304412,0.1719538,1,3
9,5,0.1357026,0.0097219,13.96,0,0.116648,0.1547573,1,3
10,1,0.3180704,0.0198161,16.05,0,0.2792316,0.3569093,1,3
10,2,0.1347868,0.0108817,12.39,0,0.113459,0.1561145,1,3
10,3,0.0936783,0.0079967,11.71,0,0.078005,0.1093515,1,3
10,4,0.1338779,0.0099439,13.46,0,0.1143882,0.1533675,1,3
10,5,0.1219042,0.0092592,13.17,0,0.1037565,0.1400519,1,3
11,1,0.2932166,0.0191257,15.33,0,0.2557309,0.3307023,1,3
11,2,0.1069674,0.0091309,11.71,0,0.0890712,0.1248635,1,3
11,3,0.0728043,0.0065104,11.18,0,0.0600442,0.0855644,1,3
11,4,0.0950666,0.0076239,12.47,0,0.0801242,0.1100091,1,3
11,5,0.0948073,0.0076112,12.46,0,0.0798895,0.1097251,1,3
12,1,0.2524635,0.0180742,13.97,0,0.2170387,0.2878883,1,3
12,2,0.0768958,0.0070899,10.85,0,0.0629998,0.0907918,1,3
12,3,0.0512417,0.0049032,10.45,0,0.0416315,0.0608518,1,3
12,4,0.0612821,0.0054213,11.3,0,0.0506565,0.0719077,1,3
12,5,0.0666662,0.0058056,11.48,0,0.0552874,0.078045,1,3
13,1,0.1997325,0.0161109,12.4,0,0.1681558,0.2313092,1,3
13,2,0.0547245,0.0053773,10.18,0,0.0441852,0.0652639,1,3
13,3,0.0360477,0.0036555,9.86,0,0.028883,0.0432123,1,3
13,4,0.0420585,0.0039925,10.53,0,0.0342334,0.0498836,1,3
13,5,0.0470261,0.0043928,10.71,0,0.0384165,0.0556358,1,3
14,1,0.1899165,0.0154811,12.27,0,0.1595741,0.2202588,1,3
14,2,0.0489547,0.0048418,10.11,0,0.0394649,0.0584444,1,3
14,3,0.0320411,0.0032621,9.82,0,0.0256475,0.0384347,1,3
14,4,0.0355103,0.0034131,10.4,0,0.0288207,0.0421999,1,3
14,5,0.0415558,0.0038997,10.66,0,0.0339125,0.049199,1,3
15,1,0.1732407,0.014713,11.77,0,0.1444039,0.2020776,1,3
15,2,0.0427597,0.004354,9.82,0,0.034226,0.0512934,1,3
15,3,0.0278593,0.002913,9.56,0,0.0221499,0.0335687,1,3
15,4,0.030059,0.0029777,10.09,0,0.0242229,0.0358951,1,3
15,5,0.0360373,0.0034878,10.33,0,0.0292013,0.0428732,1,3
16,1,0.1524761,0.0134585,11.33,0,0.126098,0.1788541,1,3
16,2,0.0374428,0.0038747,9.66,0,0.0298486,0.045037,1,3
16,3,0.0243841,0.0025906,9.41,0,0.0193066,0.0294617,1,3
16,4,0.0269016,0.0026964,9.98,0,0.0216168,0.0321864,1,3
16,5,0.0316886,0.0031203,10.16,0,0.025573,0.0378043,1,3
17,1,0.1450506,0.012838,11.3,0,0.1198886,0.1702127,1,3
17,2,0.0358948,0.0037018,9.7,0,0.0286393,0.0431502,1,3
17,3,0.0233976,0.0024677,9.48,0,0.0185609,0.0282343,1,3
17,4,0.0263807,0.0026244,10.05,0,0.0212371,0.0315244,1,3
17,5,0.0305196,0.0029825,10.23,0,0.024674,0.0363652,1,3
18,1,0.1397827,0.0125516,11.14,0,0.115182,0.1643833,1,3
18,2,0.0360108,0.0037214,9.68,0,0.028717,0.0433046,1,3
18,3,0.0235783,0.0024957,9.45,0,0.0186868,0.0284699,1,3
18,4,0.028335,0.0028181,10.05,0,0.0228117,0.0338583,1,3
18,5,0.0310442,0.0030464,10.19,0,0.0250734,0.037015,1,3
19,1,0.1916072,0.0151949,12.61,0,0.1618258,0.2213886,1,3
19,2,0.0549644,0.0052317,10.51,0,0.0447105,0.0652183,1,3
19,3,0.036454,0.0035844,10.17,0,0.0294286,0.0434793,1,3
19,4,0.0477415,0.0043113,11.07,0,0.0392916,0.0561914,1,3
19,5,0.0483652,0.0043414,11.14,0,0.0398561,0.0568742,1,3
20,1,0.2504678,0.0173419,14.44,0,0.2164784,0.2844573,1,3
20,2,0.0800842,0.0070243,11.4,0,0.0663167,0.0938516,1,3
20,3,0.0538363,0.0049083,10.97,0,0.0442162,0.0634564,1,3
20,4,0.0739654,0.0060695,12.19,0,0.0620695,0.0858614,1,3
20,5,0.0713929,0.0058712,12.16,0,0.0598855,0.0829002,1,3
21,1,0.2791952,0.0181951,15.34,0,0.2435335,0.314857,1,3
21,2,0.0932278,0.0079196,11.77,0,0.0777057,0.1087499,1,3
21,3,0.0630204,0.0055749,11.3,0,0.0520937,0.0739471,1,3
21,4,0.0862778,0.0068099,12.67,0,0.0729307,0.0996248,1,3
21,5,0.0832279,0.0066038,12.6,0,0.0702847,0.0961711,1,3
22,1,0.2891039,0.0181582,15.92,0,0.2535145,0.3246933,1,3
22,2,0.1002333,0.0082661,12.13,0,0.084032,0.1164346,1,3
22,3,0.0680497,0.0058773,11.58,0,0.0565304,0.079569,1,3
22,4,0.0940792,0.0072009,13.06,0,0.0799657,0.1081928,1,3
22,5,0.0897304,0.006919,12.97,0,0.0761693,0.1032914,1,3
23,1,0.27115,0.0177126,15.31,0,0.2364339,0.3058661,1,3
23,2,0.0925346,0.0078065,11.85,0,0.0772341,0.1078351,1,3
23,3,0.0626543,0.0055206,11.35,0,0.0518342,0.0734744,1,3
23,4,0.0868318,0.0068177,12.74,0,0.0734692,0.1001943,1,3
23,5,0.0827668,0.0065342,12.67,0,0.06996,0.0955736,1,3
24,1,0.2554876,0.0172524,14.81,0,0.2216735,0.2893016,1,3
24,2,0.0859554,0.0073845,11.64,0,0.071482,0.1004288,1,3
24,3,0.0580921,0.0051941,11.18,0,0.0479119,0.0682723,1,3
24,4,0.0820387,0.0065397,12.54,0,0.0692211,0.0948563,1,3
24,5,0.0770642,0.0061763,12.48,0,0.0649588,0.0891696,1,3
1,1,0.3215489,0.0197205,16.31,0,0.2828975,0.3602003,2,3
1,2,0.1090753,0.0092059,11.85,0,0.0910321,0.1271184,2,3
1,3,0.0737554,0.0063307,11.65,0,0.0613475,0.0861634,2,3
1,4,0.0899289,0.0078004,11.53,0,0.0746404,0.1052173,2,3
1,5,0.0954561,0.0075461,12.65,0,0.0806661,0.1102461,2,3
2,1,0.314664,0.0194301,16.19,0,0.2765818,0.3527462,2,3
2,2,0.1041466,0.0088324,11.79,0,0.0868354,0.1214578,2,3
2,3,0.0702385,0.0060462,11.62,0,0.0583882,0.0820888,2,3
2,4,0.08555,0.0074659,11.46,0,0.0709171,0.1001829,2,3
2,5,0.0910536,0.0072386,12.58,0,0.0768661,0.1052411,2,3
3,1,0.2818025,0.0188736,14.93,0,0.2448109,0.3187941,2,3
3,2,0.0874432,0.0077671,11.26,0,0.0722199,0.1026665,2,3
3,3,0.058462,0.0052481,11.14,0,0.0481759,0.068748,2,3
3,4,0.0693718,0.0063572,10.91,0,0.0569119,0.0818317,2,3
3,5,0.0758257,0.0063422,11.96,0,0.0633951,0.0882562,2,3
4,1,0.2862278,0.0191049,14.98,0,0.2487829,0.3236726,2,3
4,2,0.0883572,0.0078493,11.26,0,0.0729728,0.1037416,2,3
4,3,0.0590548,0.0053044,11.13,0,0.0486583,0.0694513,2,3
4,4,0.0696879,0.0064021,10.89,0,0.0571399,0.0822358,2,3
4,5,0.0765441,0.0064068,11.95,0,0.063987,0.0891011,2,3
5,1,0.275251,0.0187825,14.65,0,0.2384379,0.312064,2,3
5,2,0.0847672,0.0076732,11.05,0,0.069728,0.0998065,2,3
5,3,0.0566039,0.0051499,10.99,0,0.0465103,0.0666975,2,3
5,4,0.0668409,0.00624,10.71,0,0.0546108,0.0790711,2,3
5,5,0.0733946,0.0062457,11.75,0,0.0611533,0.0856359,2,3
6,1,0.3294788,0.0192368,17.13,0,0.2917754,0.3671823,2,3
6,2,0.1149781,0.0091485,12.57,0,0.0970474,0.1329088,2,3
6,3,0.0780398,0.0063547,12.28,0,0.0655849,0.0904948,2,3
6,4,0.0960462,0.0080223,11.97,0,0.0803227,0.1117696,2,3
6,5,0.1009004,0.0076503,13.19,0,0.085906,0.1158948,2,3
7,1,0.4310694,0.0210814,20.45,0,0.3897505,0.4723883,2,3
7,2,0.1834496,0.013511,13.58,0,0.1569685,0.2099306,2,3
7,3,0.1285274,0.0098188,13.09,0,0.1092829,0.1477719,2,3
