Hour,Month,Probability,S.E.,z,p-value,lower,upper,location,outcome
24,5,0.0393253,0.0041562,9.46,0,0.0311792,0.0474713,6,1
1,1,0.0026155,0.000394,6.64,0,0.0018433,0.0033876,7,1
1,2,0.0173811,0.0019901,8.73,0,0.0134805,0.0212817,7,1
1,3,0.0204812,0.0022554,9.08,0,0.0160606,0.0249017,7,1
1,4,0.0482809,0.0048387,9.98,0,0.0387973,0.0577645,7,1
1,5,0.0225863,0.0023525,9.6,0,0.0179754,0.0271971,7,1
2,1,0.0027717,0.0004142,6.69,0,0.0019599,0.0035835,7,1
2,2,0.0178495,0.0020283,8.8,0,0.0138742,0.0218249,7,1
2,3,0.0209386,0.0022908,9.14,0,0.0164487,0.0254285,7,1
2,4,0.0496165,0.0049331,10.06,0,0.0399478,0.0592853,7,1
2,5,0.0231951,0.0023973,9.68,0,0.0184966,0.0278936,7,1
3,1,0.0035277,0.000514,6.86,0,0.0025203,0.0045352,7,1
3,2,0.0214243,0.0023324,9.19,0,0.016853,0.0259957,7,1
3,3,0.0248672,0.0026026,9.55,0,0.0197663,0.0299681,7,1
3,4,0.0593355,0.0055808,10.63,0,0.0483974,0.0702736,7,1
3,5,0.0277702,0.0027323,10.16,0,0.0224149,0.0331254,7,1
4,1,0.0036416,0.0005301,6.87,0,0.0026026,0.0046807,7,1
4,2,0.0219962,0.0023913,9.2,0,0.0173094,0.0266831,7,1
4,3,0.0255329,0.0026655,9.58,0,0.0203086,0.0307571,7,1
4,4,0.0608671,0.0057119,10.66,0,0.0496721,0.0720621,7,1
4,5,0.0285231,0.0028035,10.17,0,0.0230284,0.0340179,7,1
5,1,0.0036407,0.0005314,6.85,0,0.0025992,0.0046822,7,1
5,2,0.0220587,0.0024188,9.12,0,0.017318,0.0267994,7,1
5,3,0.0255743,0.0026868,9.52,0,0.0203082,0.0308405,7,1
5,4,0.0610306,0.0057698,10.58,0,0.0497219,0.0723393,7,1
5,5,0.0285714,0.0028263,10.11,0,0.0230319,0.0341108,7,1
6,1,0.0023364,0.0003519,6.64,0,0.0016466,0.0030261,7,1
6,2,0.0161037,0.0018201,8.85,0,0.0125363,0.0196711,7,1
6,3,0.0190741,0.0020841,9.15,0,0.0149893,0.0231588,7,1
6,4,0.0447552,0.0045052,9.93,0,0.0359251,0.0535853,7,1
6,5,0.0209261,0.0021828,9.59,0,0.0166479,0.0252044,7,1
7,1,0.0012789,0.0002139,5.98,0,0.0008595,0.0016982,7,1
7,2,0.0107825,0.0014382,7.5,0,0.0079637,0.0136014,7,1
7,3,0.0133408,0.0017252,7.73,0,0.0099595,0.016722,7,1
7,4,0.0298947,0.0036262,8.24,0,0.0227875,0.037002,7,1
7,5,0.014101,0.0017491,8.06,0,0.0106729,0.0175291,7,1
8,1,0.0007105,0.0001309,5.43,0,0.000454,0.0009669,7,1
8,2,0.0068271,0.0010416,6.55,0,0.0047856,0.0088685,7,1
8,3,0.0086533,0.0012848,6.74,0,0.0061352,0.0111715,7,1
8,4,0.0189012,0.002683,7.04,0,0.0136425,0.0241598,7,1
8,5,0.0089117,0.001286,6.93,0,0.0063912,0.0114322,7,1
9,1,0.0006537,0.0001214,5.38,0,0.0004157,0.0008917,7,1
9,2,0.0064445,0.0009869,6.53,0,0.0045102,0.0083788,7,1
9,3,0.0081343,0.0012136,6.7,0,0.0057557,0.0105129,7,1
9,4,0.0178316,0.0025477,7,0,0.0128382,0.0228251,7,1
9,5,0.0083582,0.0012145,6.88,0,0.0059778,0.0107386,7,1
10,1,0.0010483,0.0001826,5.74,0,0.0006905,0.0014061,7,1
10,2,0.0092755,0.0012984,7.14,0,0.0067308,0.0118203,7,1
10,3,0.0114833,0.0015582,7.37,0,0.0084293,0.0145374,7,1
10,4,0.025721,0.0033074,7.78,0,0.0192387,0.0322033,7,1
10,5,0.012061,0.0015897,7.59,0,0.0089453,0.0151767,7,1
11,1,0.0035326,0.0005187,6.81,0,0.0025159,0.0045492,7,1
11,2,0.02706,0.002893,9.35,0,0.0213899,0.0327301,7,1
11,3,0.0326341,0.0033208,9.83,0,0.0261254,0.0391429,7,1
11,4,0.0732803,0.0066457,11.03,0,0.0602549,0.0863057,7,1
11,5,0.0350637,0.0033631,10.43,0,0.0284723,0.0416552,7,1
12,1,0.0080021,0.0010929,7.32,0,0.0058601,0.0101441,7,1
12,2,0.0507075,0.0048339,10.49,0,0.0412333,0.0601818,7,1
12,3,0.059314,0.0053524,11.08,0,0.0488235,0.0698046,7,1
12,4,0.1329463,0.0101722,13.07,0,0.1130093,0.1528834,7,1
12,5,0.0652903,0.0054493,11.98,0,0.0546098,0.0759708,7,1
13,1,0.0113038,0.0014979,7.55,0,0.008368,0.0142395,7,1
13,2,0.0618739,0.005641,10.97,0,0.0508177,0.0729301,7,1
13,3,0.0707527,0.0061069,11.59,0,0.0587833,0.082722,7,1
13,4,0.1601238,0.0114461,13.99,0,0.1376899,0.1825578,7,1
13,5,0.0792522,0.0062814,12.62,0,0.066941,0.0915635,7,1
14,1,0.0150638,0.001953,7.71,0,0.011236,0.0188915,7,1
14,2,0.0782172,0.0068861,11.36,0,0.0647207,0.0917137,7,1
14,3,0.0888511,0.007357,12.08,0,0.0744315,0.1032706,7,1
14,4,0.1972448,0.0131711,14.98,0,0.1714299,0.2230596,7,1
14,5,0.0997242,0.0075184,13.26,0,0.0849884,0.11446,7,1
15,1,0.0178838,0.0022831,7.83,0,0.013409,0.0223585,7,1
15,2,0.0886654,0.007607,11.66,0,0.073756,0.1035749,7,1
15,3,0.1000606,0.008019,12.48,0,0.0843437,0.1157775,7,1
15,4,0.2200955,0.0140251,15.69,0,0.1926067,0.2475842,7,1
15,5,0.1126228,0.008232,13.68,0,0.0964884,0.1287572,7,1
16,1,0.0173759,0.002222,7.82,0,0.0130208,0.021731,7,1
16,2,0.0829447,0.0071687,11.57,0,0.0688943,0.0969951,7,1
16,3,0.0930881,0.0075728,12.29,0,0.0782457,0.1079306,7,1
16,4,0.2081526,0.0134758,15.45,0,0.1817405,0.2345646,7,1
16,5,0.1054057,0.0077996,13.51,0,0.0901188,0.1206926,7,1
17,1,0.0162619,0.0020804,7.82,0,0.0121843,0.0203395,7,1
17,2,0.076598,0.0066772,11.47,0,0.063511,0.0896849,7,1
17,3,0.0858192,0.0070135,12.24,0,0.0720731,0.0995654,7,1
17,4,0.1943837,0.0127699,15.22,0,0.1693551,0.2194122,7,1
17,5,0.0974823,0.0072593,13.43,0,0.0832543,0.1117102,7,1
18,1,0.0124014,0.0016216,7.65,0,0.009223,0.0155797,7,1
18,2,0.0585515,0.0053461,10.95,0,0.0480734,0.0690296,7,1
18,3,0.0656195,0.00565,11.61,0,0.0545456,0.0766934,7,1
18,4,0.1532658,0.0109651,13.98,0,0.1317746,0.174757,7,1
18,5,0.0748765,0.0059173,12.65,0,0.0632788,0.0864743,7,1
19,1,0.0067081,0.0009235,7.26,0,0.004898,0.0085182,7,1
19,2,0.0353327,0.003528,10.01,0,0.0284179,0.0422474,7,1
19,3,0.0402788,0.0038417,10.48,0,0.0327492,0.0478085,7,1
19,4,0.0959765,0.007951,12.07,0,0.0803928,0.1115603,7,1
19,5,0.0456275,0.0040439,11.28,0,0.0377017,0.0535534,7,1
20,1,0.0037526,0.0005451,6.88,0,0.0026843,0.0048209,7,1
20,2,0.0228014,0.0024803,9.19,0,0.0179402,0.0276627,7,1
20,3,0.0265855,0.0027676,9.61,0,0.0211611,0.0320098,7,1
20,4,0.0629692,0.0058798,10.71,0,0.051445,0.0744935,7,1
20,5,0.029635,0.0029077,10.19,0,0.023936,0.035334,7,1
21,1,0.0033501,0.0004894,6.84,0,0.0023909,0.0043094,7,1
21,2,0.0217902,0.0023756,9.17,0,0.0171341,0.0264463,7,1
21,3,0.0257069,0.0026781,9.6,0,0.020458,0.0309558,7,1
21,4,0.0600846,0.0056286,10.67,0,0.0490528,0.0711165,7,1
21,5,0.0283672,0.0027904,10.17,0,0.022898,0.0338363,7,1
22,1,0.0027966,0.0004139,6.76,0,0.0019853,0.0036079,7,1
22,2,0.0191476,0.0021242,9.01,0,0.0149842,0.0233109,7,1
22,3,0.02276,0.0024181,9.41,0,0.0180206,0.0274994,7,1
22,4,0.0529185,0.005098,10.38,0,0.0429266,0.0629104,7,1
22,5,0.0249388,0.0025125,9.93,0,0.0200144,0.0298631,7,1
23,1,0.0028979,0.0004286,6.76,0,0.0020579,0.0037379,7,1
23,2,0.0194641,0.002162,9,0,0.0152266,0.0237016,7,1
23,3,0.023015,0.0024492,9.4,0,0.0182147,0.0278153,7,1
23,4,0.0538231,0.0051925,10.37,0,0.0436459,0.0640002,7,1
23,5,0.0253101,0.0025497,9.93,0,0.0203128,0.0303074,7,1
24,1,0.0026442,0.0003952,6.69,0,0.0018696,0.0034189,7,1
24,2,0.0171587,0.00195,8.8,0,0.0133368,0.0209806,7,1
24,3,0.0201637,0.0022005,9.16,0,0.0158507,0.0244766,7,1
24,4,0.0477376,0.0047485,10.05,0,0.0384307,0.0570445,7,1
24,5,0.0223113,0.0023074,9.67,0,0.0177889,0.0268337,7,1
1,1,0.6578737,0.0196517,33.48,0,0.6193572,0.6963903,1,2
1,2,0.8341443,0.0104385,79.91,0,0.8136851,0.8546034,1,2
1,3,0.8577789,0.0093963,91.29,0,0.8393626,0.8761952,1,2
1,4,0.7266895,0.0146384,49.64,0,0.6979988,0.7553803,1,2
1,5,0.82225,0.0101971,80.64,0,0.802264,0.842236,1,2
2,1,0.6741841,0.0190279,35.43,0,0.63689,0.7114781,1,2
2,2,0.8379422,0.010214,82.04,0,0.8179233,0.8579612,1,2
2,3,0.8598705,0.0092867,92.59,0,0.8416688,0.8780721,1,2
2,4,0.7288501,0.0145993,49.92,0,0.7002359,0.7574642,1,2
2,5,0.8256236,0.0100443,82.2,0,0.8059371,0.84531,1,2
3,1,0.7065424,0.0181919,38.84,0,0.670887,0.7421979,1,2
3,2,0.8394643,0.0101319,82.85,0,0.8196062,0.8593225,1,2
3,3,0.856243,0.0095559,89.6,0,0.8375137,0.8749722,1,2
3,4,0.7164675,0.0150102,47.73,0,0.687048,0.745887,1,2
3,5,0.8235647,0.0101747,80.94,0,0.8036227,0.8435068,1,2
4,1,0.7066521,0.0182453,38.73,0,0.670892,0.7424123,1,2
4,2,0.8368038,0.0102888,81.33,0,0.8166382,0.8569695,1,2
4,3,0.853449,0.0097222,87.78,0,0.8343939,0.8725042,1,2
4,4,0.7116932,0.0152005,46.82,0,0.6819007,0.7414856,1,2
4,5,0.8206164,0.0103421,79.35,0,0.8003463,0.8408865,1,2
5,1,0.7091735,0.0181628,39.05,0,0.673575,0.744772,1,2
5,2,0.8390952,0.0102848,81.59,0,0.8189373,0.859253,1,2
5,3,0.8551961,0.0097221,87.96,0,0.8361412,0.8742511,1,2
5,4,0.7136669,0.0153288,46.56,0,0.683623,0.7437109,1,2
5,5,0.8225042,0.0103516,79.46,0,0.8022153,0.842793,1,2
6,1,0.6417681,0.0194376,33.02,0,0.6036711,0.6798651,1,2
6,2,0.8327266,0.0100442,82.91,0,0.8130403,0.8524129,1,2
6,3,0.8586556,0.0089845,95.57,0,0.8410463,0.876265,1,2
6,4,0.7303751,0.0140926,51.83,0,0.7027541,0.757996,1,2
6,5,0.8219037,0.0099028,83,0,0.8024946,0.8413129,1,2
7,1,0.5180984,0.0215834,24,0,0.4757957,0.560401,1,2
7,2,0.7900146,0.0130089,60.73,0,0.7645176,0.8155116,1,2
7,3,0.8346537,0.0107666,77.52,0,0.8135515,0.8557559,1,2
7,4,0.7100184,0.0152203,46.65,0,0.6801873,0.7398496,1,2
7,5,0.786358,0.0119511,65.8,0,0.7629342,0.8097818,1,2
8,1,0.4558505,0.0216462,21.06,0,0.4134247,0.4982762,1,2
8,2,0.7745478,0.0140239,55.23,0,0.7470614,0.8020341,1,2
8,3,0.8304737,0.0111389,74.56,0,0.8086418,0.8523057,1,2
8,4,0.7131159,0.0150846,47.27,0,0.6835506,0.7426812,1,2
8,5,0.7743256,0.0126677,61.13,0,0.7494974,0.7991538,1,2
9,1,0.4609882,0.0221741,20.79,0,0.4175278,0.5044487,1,2
9,2,0.78961,0.0133084,59.33,0,0.7635261,0.815694,1,2
9,3,0.8436158,0.0104422,80.79,0,0.8231495,0.8640821,1,2
9,4,0.7298224,0.0145433,50.18,0,0.701318,0.7583268,1,2
9,5,0.7875194,0.0121942,64.58,0,0.7636192,0.8114196,1,2
10,1,0.5077004,0.022929,22.14,0,0.4627604,0.5526404,1,2
10,2,0.8016676,0.0127608,62.82,0,0.776657,0.8266782,1,2
10,3,0.8469188,0.0103257,82.02,0,0.8266808,0.8671568,1,2
10,4,0.7285218,0.0149681,48.67,0,0.6991848,0.7578587,1,2
10,5,0.7975408,0.0119215,66.9,0,0.774175,0.8209066,1,2
11,1,0.5655505,0.0221839,25.49,0,0.5220709,0.6090301,1,2
11,2,0.7687711,0.0132949,57.82,0,0.7427137,0.7948285,1,2
11,3,0.7953504,0.0123947,64.17,0,0.7710572,0.8196435,1,2
11,4,0.6251159,0.0168899,37.01,0,0.5920123,0.6582195,1,2
11,5,0.7495051,0.0129851,57.72,0,0.7240548,0.7749555,1,2
12,1,0.6437508,0.0199233,32.31,0,0.6047018,0.6827999,1,2
12,2,0.7306085,0.0148479,49.21,0,0.7015071,0.7597098,1,2
12,3,0.7400501,0.0148572,49.81,0,0.7109304,0.7691697,1,2
12,4,0.5327246,0.0176733,30.14,0,0.4980855,0.5673637,1,2
12,5,0.6967465,0.0145945,47.74,0,0.6681419,0.7253512,1,2
13,1,0.7131287,0.0176948,40.3,0,0.6784474,0.7478099,1,2
13,2,0.728055,0.0151721,47.99,0,0.6983183,0.7577918,1,2
13,3,0.7289786,0.0154007,47.33,0,0.6987939,0.7591634,1,2
13,4,0.511944,0.0175752,29.13,0,0.4774972,0.5463908,1,2
13,5,0.6881897,0.0148924,46.21,0,0.6590011,0.7173782,1,2
14,1,0.7192883,0.0171125,42.03,0,0.6857484,0.7528282,1,2
14,2,0.6908717,0.0165719,41.69,0,0.6583915,0.723352,1,2
14,3,0.6873318,0.0167817,40.96,0,0.6544403,0.7202232,1,2
14,4,0.458505,0.0173476,26.43,0,0.4245042,0.4925057,1,2
14,5,0.6450921,0.0158341,40.74,0,0.6140578,0.6761263,1,2
15,1,0.7311804,0.0166501,43.91,0,0.6985467,0.7638141,1,2
15,2,0.672469,0.0171452,39.22,0,0.638865,0.706073,1,2
15,3,0.6659824,0.0172164,38.68,0,0.6322388,0.699726,1,2
15,4,0.4325124,0.0169252,25.55,0,0.3993396,0.4656851,1,2
15,5,0.6234135,0.0161655,38.56,0,0.5917296,0.6550973,1,2
16,1,0.7595779,0.0155061,48.99,0,0.7291864,0.7899694,1,2
16,2,0.695027,0.0165523,41.99,0,0.662585,0.727469,1,2
16,3,0.6880131,0.0167626,41.04,0,0.655159,0.7208673,1,2
16,4,0.4568764,0.0170979,26.72,0,0.4233652,0.4903876,1,2
16,5,0.6470299,0.0158025,40.94,0,0.6160576,0.6780022,1,2
17,1,0.7745373,0.0147393,52.55,0,0.7456488,0.8034258,1,2
17,2,0.7141953,0.0158505,45.06,0,0.6831289,0.7452617,1,2
17,3,0.7076404,0.015983,44.27,0,0.6763144,0.7389665,1,2
17,4,0.4802408,0.0170043,28.24,0,0.446913,0.5135686,1,2
17,5,0.6679621,0.0151712,44.03,0,0.6382271,0.6976971,1,2
18,1,0.7965168,0.0139592,57.06,0,0.7691572,0.8238763,1,2
18,2,0.7646049,0.0140596,54.38,0,0.7370485,0.7921613,1,2
18,3,0.7609808,0.0142566,53.38,0,0.7330384,0.7889232,1,2
18,4,0.5504456,0.0173326,31.76,0,0.5164743,0.5844168,1,2
18,5,0.7250575,0.0138973,52.17,0,0.6978194,0.7522956,1,2
19,1,0.7609387,0.0159594,47.68,0,0.729659,0.7922185,1,2
19,2,0.8133597,0.0116098,70.06,0,0.790605,0.8361144,1,2
19,3,0.8199766,0.0116482,70.39,0,0.7971465,0.8428067,1,2
19,4,0.6463738,0.0166978,38.71,0,0.6136467,0.6791008,1,2
19,5,0.7872643,0.0118496,66.44,0,0.7640396,0.8104891,1,2
20,1,0.6933886,0.0184305,37.62,0,0.6572654,0.7295117,1,2
20,2,0.8261034,0.010776,76.66,0,0.8049828,0.8472239,1,2
20,3,0.8441478,0.0101472,83.19,0,0.8242597,0.864036,1,2
20,4,0.6980765,0.015523,44.97,0,0.667652,0.7285009,1,2
20,5,0.8100829,0.010762,75.27,0,0.7889897,0.831176,1,2
21,1,0.6538982,0.0194459,33.63,0,0.6157849,0.6920115,1,2
21,2,0.8135991,0.0112409,72.38,0,0.7915672,0.8356309,1,2
21,3,0.8359921,0.0103479,80.79,0,0.8157107,0.8562736,1,2
21,4,0.6888912,0.0154017,44.73,0,0.6587044,0.719078,1,2
21,5,0.7989528,0.0110194,72.5,0,0.7773551,0.8205504,1,2
22,1,0.6299368,0.0197339,31.92,0,0.591259,0.6686146,1,2
22,2,0.8138006,0.0111127,73.23,0,0.7920202,0.835581,1,2
22,3,0.8398233,0.0100179,83.83,0,0.8201886,0.8594581,1,2
22,4,0.6988538,0.0149502,46.75,0,0.6695519,0.7281556,1,2
22,5,0.8013689,0.0107931,74.25,0,0.7802149,0.8225229,1,2
23,1,0.6455292,0.0195127,33.08,0,0.6072849,0.6837734,1,2
23,2,0.8208682,0.0108535,75.63,0,0.7995957,0.8421406,1,2
23,3,0.8448427,0.0098701,85.6,0,0.8254977,0.8641878,1,2
23,4,0.7047491,0.0149891,47.02,0,0.6753709,0.7341273,1,2
23,5,0.8076298,0.0106254,76.01,0,0.7868044,0.8284552,1,2
24,1,0.6683745,0.019053,35.08,0,0.6310312,0.7057177,1,2
24,2,0.8378882,0.0101332,82.69,0,0.8180274,0.857749,1,2
24,3,0.8607678,0.0091141,94.44,0,0.8429046,0.878631,1,2
24,4,0.7316752,0.0143238,51.08,0,0.7036011,0.7597492,1,2
24,5,0.8263281,0.0099065,83.41,0,0.8069118,0.8457445,1,2
1,1,0.5710272,0.0208633,27.37,0,0.5301359,0.6119186,2,2
1,2,0.7217705,0.0156169,46.22,0,0.6911619,0.7523792,2,2
1,3,0.741861,0.0149173,49.73,0,0.7126236,0.7710984,2,2
1,4,0.5444507,0.0209565,25.98,0,0.5033767,0.5855247,2,2
1,5,0.694806,0.0154976,44.83,0,0.6644312,0.7251808,2,2
2,1,0.5878279,0.0204433,28.75,0,0.5477598,0.627896,2,2
2,2,0.7249552,0.0155232,46.7,0,0.6945302,0.7553802,2,2
2,3,0.7431854,0.0148872,49.92,0,0.714007,0.7723639,2,2
2,4,0.544845,0.0209934,25.95,0,0.5036988,0.5859913,2,2
2,5,0.6971886,0.0154589,45.1,0,0.6668897,0.7274876,2,2
3,1,0.6206054,0.0200117,31.01,0,0.5813831,0.6598276,2,2
3,2,0.7175625,0.0159065,45.11,0,0.6863863,0.7487387,2,2
3,3,0.7292274,0.0153599,47.48,0,0.6991225,0.7593323,2,2
3,4,0.5208388,0.0209595,24.85,0,0.479759,0.5619186,2,2
3,5,0.6844424,0.0158079,43.3,0,0.6534595,0.7154252,2,2
4,1,0.6198094,0.0200934,30.85,0,0.5804271,0.6591917,2,2
4,2,0.7129375,0.0161221,44.22,0,0.6813388,0.7445362,2,2
4,3,0.7243028,0.0155669,46.53,0,0.6937922,0.7548134,2,2
4,4,0.5144619,0.0210501,24.44,0,0.4732045,0.5557193,2,2
4,5,0.6793725,0.0160207,42.41,0,0.6479726,0.7107724,2,2
5,1,0.623607,0.0200393,31.12,0,0.5843308,0.6628833,2,2
5,2,0.7156045,0.0162627,44,0,0.6837301,0.7474789,2,2
5,3,0.7263516,0.0156836,46.31,0,0.6956123,0.757091,2,2
5,4,0.5162668,0.0212868,24.25,0,0.4745455,0.5579881,2,2
5,5,0.6815475,0.0161461,42.21,0,0.6499017,0.7131933,2,2
6,1,0.5565662,0.0204418,27.23,0,0.516501,0.5966313,2,2
6,2,0.7237148,0.0148715,48.66,0,0.6945673,0.7528623,2,2
6,3,0.7466626,0.0142092,52.55,0,0.718813,0.7745122,2,2
6,4,0.5531195,0.020485,27,0,0.5129696,0.5932695,2,2
6,5,0.6986057,0.0149815,46.63,0,0.6692424,0.727969,2,2
7,1,0.4344497,0.0209828,20.71,0,0.3933242,0.4755752,2,2
7,2,0.6889249,0.016766,41.09,0,0.6560641,0.7217857,2,2
7,3,0.73368,0.0153281,47.86,0,0.7036374,0.7637226,2,2
7,4,0.5561352,0.0210603,26.41,0,0.5148577,0.5974127,2,2
7,5,0.675643,0.0160707,42.04,0,0.6441451,0.7071409,2,2
8,1,0.378963,0.0203488,18.62,0,0.33908,0.4188459,2,2
8,2,0.6843711,0.0171635,39.87,0,0.6507312,0.718011,2,2
8,3,0.7437527,0.0149245,49.83,0,0.7145012,0.7730041,2,2
8,4,0.5827544,0.0204684,28.47,0,0.5426371,0.6228717,2,2
8,5,0.6783591,0.0160372,42.3,0,0.6469267,0.7097914,2,2
9,1,0.3859369,0.0208976,18.47,0,0.3449784,0.4268955,2,2
9,2,0.7042591,0.0164738,42.75,0,0.671971,0.7365472,2,2
9,3,0.7620946,0.0142103,53.63,0,0.7342429,0.7899463,2,2
9,4,0.6040965,0.0201167,30.03,0,0.5646685,0.6435244,2,2
9,5,0.6965914,0.0155488,44.8,0,0.6661164,0.7270664,2,2
10,1,0.4245575,0.0224657,18.9,0,0.3805256,0.4685895,2,2
10,2,0.7081411,0.0164923,42.94,0,0.6758168,0.7404654,2,2
10,3,0.7546867,0.014823,50.91,0,0.7256341,0.7837393,2,2
10,4,0.5842422,0.0211502,27.62,0,0.5427887,0.6256958,2,2
10,5,0.6955283,0.0160125,43.44,0,0.6641443,0.7269122,2,2
11,1,0.4710612,0.0222807,21.14,0,0.4273918,0.5147306,2,2
11,2,0.6242641,0.0181144,34.46,0,0.5887604,0.6597677,2,2
11,3,0.6424446,0.0174379,36.84,0,0.608267,0.6766222,2,2
11,4,0.4225957,0.0199788,21.15,0,0.3834379,0.4617535,2,2
11,5,0.5885782,0.0173586,33.91,0,0.5545559,0.6226005,2,2
12,1,0.5375248,0.020811,25.83,0,0.4967359,0.5783136,2,2
12,2,0.5451493,0.0195756,27.85,0,0.5067819,0.5835167,2,2
12,3,0.5443697,0.0185605,29.33,0,0.5079917,0.5807477,2,2
12,4,0.3166384,0.0173605,18.24,0,0.2826124,0.3506644,2,2
12,5,0.4954976,0.0176963,28,0,0.4608134,0.5301817,2,2
13,1,0.6016098,0.0199378,30.17,0,0.5625324,0.6406872,2,2
13,2,0.5295029,0.0197802,26.77,0,0.4907344,0.5682714,2,2
13,3,0.5215355,0.0184431,28.28,0,0.4853876,0.5576833,2,2
13,4,0.293648,0.0164107,17.89,0,0.2614836,0.3258123,2,2
13,5,0.4750868,0.0174599,27.21,0,0.440866,0.5093075,2,2
14,1,0.59758,0.0199041,30.02,0,0.5585688,0.6365913,2,2
14,2,0.4783751,0.0199757,23.95,0,0.4392235,0.5175267,2,2
14,3,0.4671423,0.0182811,25.55,0,0.4313121,0.5029725,2,2
14,4,0.2491764,0.0147316,16.91,0,0.2203031,0.2780498,2,2
14,5,0.4223445,0.0169344,24.94,0,0.3891537,0.4555353,2,2
15,1,0.6031495,0.0200349,30.1,0,0.5638818,0.6424173,2,2
15,2,0.4536372,0.0198036,22.91,0,0.4148228,0.4924517,2,2
15,3,0.4405879,0.0177945,24.76,0,0.4057113,0.4754645,2,2
15,4,0.2288763,0.013753,16.64,0,0.2019209,0.2558317,2,2
15,5,0.3970087,0.0164727,24.1,0,0.3647228,0.4292946,2,2
16,1,0.6355371,0.0195233,32.55,0,0.5972721,0.6738021,2,2
16,2,0.4785856,0.0199681,23.97,0,0.4394489,0.5177223,2,2
16,3,0.464901,0.0181155,25.66,0,0.4293953,0.5004068,2,2
16,4,0.2464309,0.0144531,17.05,0,0.2181033,0.2747585,2,2
16,5,0.4208862,0.016831,25.01,0,0.387898,0.4538745,2,2
17,1,0.6550565,0.0188982,34.66,0,0.6180167,0.6920963,2,2
17,2,0.5018931,0.0198873,25.24,0,0.4629148,0.5408714,2,2
17,3,0.4883194,0.01795,27.2,0,0.453138,0.5235008,2,2
17,4,0.2643632,0.01498,17.65,0,0.2350029,0.2937234,2,2
17,5,0.4439022,0.0168256,26.38,0,0.4109247,0.4768798,2,2
18,1,0.690984,0.0178537,38.7,0,0.6559914,0.7259766,2,2
18,2,0.5703952,0.0196561,29.02,0,0.5318699,0.6089205,2,2
18,3,0.5588167,0.0180686,30.93,0,0.5234028,0.5942306,2,2
18,4,0.3238884,0.0171924,18.84,0,0.2901918,0.357585,2,2
18,5,0.5139343,0.0173757,29.58,0,0.4798786,0.5479901,2,2
19,1,0.667487,0.018581,35.92,0,0.631069,0.703905,2,2
19,2,0.6573652,0.0180354,36.45,0,0.6220165,0.6927139,2,2
19,3,0.6561982,0.0172877,37.96,0,0.6223149,0.6900815,2,2
19,4,0.4256423,0.0200377,21.24,0,0.3863691,0.4649155,2,2
19,5,0.6115306,0.0172245,35.5,0,0.5777712,0.6452901,2,2
20,1,0.6030595,0.0201042,30,0,0.563656,0.642463,2,2
20,2,0.698201,0.0165062,42.3,0,0.6658494,0.7305526,2,2
20,3,0.7107455,0.0158918,44.72,0,0.6795982,0.7418929,2,2
20,4,0.4989627,0.0209298,23.84,0,0.4579411,0.5399844,2,2
20,5,0.6648143,0.016297,40.79,0,0.6328727,0.6967559,2,2
21,1,0.5622938,0.0205619,27.35,0,0.5219931,0.6025944,2,2
21,2,0.6860794,0.0165119,41.55,0,0.6537166,0.7184422,2,2
21,3,0.7031017,0.0157839,44.55,0,0.6721659,0.7340375,2,2
21,4,0.4930932,0.0205213,24.03,0,0.4528722,0.5333142,2,2
21,5,0.6548643,0.0161675,40.51,0,0.6231766,0.686552,2,2
22,1,0.539603,0.0205214,26.29,0,0.4993818,0.5798243,2,2
22,2,0.6929761,0.0160179,43.26,0,0.6615816,0.7243706,2,2
22,3,0.7145579,0.0152401,46.89,0,0.6846878,0.744428,2,2
22,4,0.5107718,0.0203612,25.09,0,0.4708646,0.550679,2,2
22,5,0.6651305,0.0157354,42.27,0,0.6342897,0.6959712,2,2
23,1,0.5564682,0.0205261,27.11,0,0.5162378,0.5966986,2,2
23,2,0.7005273,0.0160284,43.71,0,0.6691122,0.7319425,2,2
23,3,0.7199655,0.0153207,46.99,0,0.6899376,0.7499935,2,2
23,4,0.5155377,0.0206817,24.93,0,0.4750023,0.5560732,2,2
23,5,0.6715324,0.0158193,42.45,0,0.6405272,0.7025377,2,2
24,1,0.5809384,0.0204113,28.46,0,0.5409331,0.6209438,2,2
24,2,0.7267244,0.0152882,47.53,0,0.6967601,0.7566888,2,2
24,3,0.7462499,0.0145596,51.25,0,0.7177137,0.7747861,2,2
24,4,0.5501971,0.020739,26.53,0,0.5095495,0.5908447,2,2
24,5,0.7001055,0.0152007,46.06,0,0.6703127,0.7298982,2,2
1,1,0.0131972,0.0017592,7.5,0,0.0097492,0.0166453,3,2
1,2,0.1162106,0.0108237,10.74,0,0.0949966,0.1374247,3,2
1,3,0.1909031,0.0160528,11.89,0,0.1594402,0.2223661,3,2
1,4,0.0976993,0.0092832,10.52,0,0.0795046,0.1158939,3,2
1,5,0.1063271,0.0100644,10.56,0,0.0866013,0.1260529,3,2
2,1,0.017076,0.002103,8.12,0,0.0129543,0.0211977,3,2
2,2,0.1296844,0.0117348,11.05,0,0.1066846,0.1526842,3,2
2,3,0.2092129,0.0169779,12.32,0,0.1759368,0.242489,3,2
2,4,0.1094647,0.0101366,10.8,0,0.0895973,0.129332,3,2
2,5,0.1193612,0.0109886,10.86,0,0.0978239,0.1408985,3,2
3,1,0.0209698,0.0025678,8.17,0,0.0159369,0.0260027,3,2
